date,broad_dollar_index,provenance_note
2024-09-27,121.1111,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-30,121.2864,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-01,121.6881,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-02,121.5724,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-03,122.1197,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-04,122.2197,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-07,122.4241,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-08,122.6625,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-09,122.8821,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-10,123.0951,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-11,122.9805,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-15,123.5124,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-16,123.9235,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-17,124.1122,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-18,123.9185,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-21,124.4757,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-22,124.4107,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-23,124.6931,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-24,124.5127,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-25,124.6105,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-28,124.8076,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-29,124.8612,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-30,124.8153,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-10-31,124.7988,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-01,124.8076,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-04,124.5903,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-05,124.5532,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-06,125.7035,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-07,124.775,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-08,125.5811,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-12,126.7762,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-13,126.9572,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-14,127.0015,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-15,126.8848,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-18,126.6045,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-19,126.3994,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-20,126.88,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-21,127.1047,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-22,127.4712,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-25,126.9948,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-26,127.4301,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-27,126.8205,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-11-29,126.5798,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-02,127.1272,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-03,126.9565,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-04,126.7574,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-05,126.4286,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-06,126.688,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-09,126.5981,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-10,126.957,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-11,126.8483,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-12,126.9556,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-13,127.3096,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-16,127.2687,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-17,127.5043,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-18,127.6418,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-19,128.6366,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-20,127.893,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-23,128.3021,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-24,128.3377,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-26,128.3329,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-27,128.45,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-30,128.8205,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-12-31,129.2775,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-02,129.4598,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-03,129.4535,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-06,128.538,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-07,128.613,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-08,129.0785,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-09,129.2827,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-10,129.8664,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-13,130.0413,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-14,129.3812,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-15,129.2092,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-16,129.436,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-17,129.4859,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-21,128.4151,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-22,128.3402,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-23,128.2162,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-24,127.4611,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-27,128.0912,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-28,128.2817,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-29,128.3418,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-30,128.1004,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-01-31,128.4828,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-03,129.109,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-04,128.1083,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-05,127.9751,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-06,128.2017,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-07,128.4292,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-10,128.6382,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-11,128.4322,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-12,128.3288,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-13,127.8931,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-14,127.1491,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-18,127.2906,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-19,127.7317,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-20,127.1126,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-21,127.1408,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-24,127.1921,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-25,127.3752,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-26,127.2822,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-27,127.9704,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2025-02-28,128.2805,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
