"archive_asset_id","archive_run_id","download_status","evidence_grade","redistribution_scope","local_path","sha256","replacement_source","target_table","reuse_decision","revalidation_required"
"WEB-0139","20260816_research_archive_v1","DOWNLOADED_VERIFIED","A","shared","06_黄金美元与储备配置/外部原件/WEB-0139_-_PMC：/original.html","448f8a605bf9e9fc593b825ec19a9e026c82e979ba3fa5229358f717690a1496","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0140","20260816_research_archive_v1","FETCH_FAILED","A","shared","","","WEB-0115","asset_monthly_return|portfolio_scenario","USE_REPLACEMENT_SOURCE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0141","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0142","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0143","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0143_《台大管理论丛》/original.pdf","e59664a4c3a8bfc8e5da346bd79fa58afa034efbaed3c1c1724ed0fe37d50d85","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0144","20260816_research_archive_v1","METADATA_ONLY_LICENSE","A","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0145","20260816_research_archive_v1","FETCH_FAILED","B","shared","","","WEB-0395","asset_monthly_return|portfolio_scenario","USE_REPLACEMENT_SOURCE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0146","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","07_会计合规与制裁/外部原件/WEB-0146_BBVA_公告，2022/original.pdf","9004d2bc2cb1d9b537a94eec5d54bada471337ba9c07618d2632d1283ba8454d","","country_policy_year|portfolio_scenario|source_registry","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0147","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0148","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0149","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","05_全球周期与历史危机/外部原件/WEB-0149_3._The_Silver_Institute（2026）：《World_Silver_Survey》——白银年度均价（2000：4.95；20/original.pdf","dc7a35277822a20498319fc6737f17b9e8f8fa93e5ce49b6a6565967ae220383","","global_cycle_month|historical_crisis_event|country_event","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0150","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0151","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0152","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0153","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0154","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0155","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0156","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0156_上交所重组报告书，2025/original.pdf","7826fdb1f61aa1d010742c80909c92219dc8fecc5abf140cd16bfb423ba0f066","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0157","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0158","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0158_XLSX_entry_xl_worksheets_sheet4.xml/original.pdf","2a2da8c5d3074ac6f5dfed9ea1ec2acf0f065acd01470e8382efa136b25b0b7b","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0159","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0159_XLSX_entry_xl_worksheets_sheet2.xml/original.html","765911b1d7b54ae75c968cb815291ff4c0275813e86be87a8279949c9e562518","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0160","20260816_research_archive_v1","PAYWALL_OR_AUTH","D","metadata_only","","","","source_registry","DO_NOT_FETCH_WITHOUT_AUTHORIZATION","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0161","20260816_research_archive_v1","PAYWALL_OR_AUTH","D","metadata_only","","","","source_registry","DO_NOT_FETCH_WITHOUT_AUTHORIZATION","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0162","20260816_research_archive_v1","DOWNLOADED_VERIFIED","A","shared","05_全球周期与历史危机/外部原件/WEB-0162_7._美国财政部《1995_年墨西哥金融救援》文件（200_亿美元外汇稳定基金）：_/original.html","b3ee0624e6c6b78365bc3b39567ce5da3c59e70b9d647e08401fb3a3e5643b52","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0163","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0164","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0165","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","06_黄金美元与储备配置/外部原件/WEB-0165_PDF_link_annotation_/original.pdf","2152f7df72512e41156d9d3cedf79ae828db2162b791281448c7e74d03448e67","","asset_monthly_return|portfolio_scenario","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0166","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","06_黄金美元与储备配置/外部原件/WEB-0166_PDF_link_annotation_/original.pdf","4c99d88001146025eddb989034ef3a096b53b11654a57e947d9d2dc6c6d77db1","","asset_monthly_return|portfolio_scenario","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0167","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0168","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0169","20260816_research_archive_v1","PAYWALL_OR_AUTH","D","private_only","","","","global_cycle_month|historical_crisis_event|country_event","DO_NOT_FETCH_WITHOUT_AUTHORIZATION","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0170","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0171","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0172","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0173","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0174","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0175","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0176","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0177","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0178","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0179","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0180","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0181","20260816_research_archive_v1","METADATA_ONLY_LICENSE","A","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0182","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0183","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0184","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0185","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0186","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0186_Berkshire_2011_股东信/original.pdf","6f5125e45c30007cd3188092cd59d339c7d8266b2f6c8e87387ad397ac1c0083","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0187","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0187_change_Reserve_Returns,_BIS_Working_Papers_No._906,_2020,/original.html","61cf12682777db0d747928e7407de47ef6ca488ed92897ca86c2bd973d882917","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0188","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","08_企业案例与公开披露/外部原件/WEB-0188_7._BIS（国际清算银行）1998_年年报第六章——危机对商品与金价的压制作用：/original.pdf","bc471d38f6813af429dfa1c1d8052f4e1c4ea67011f05659d9b08dd261f8e48a","","company_overseas_exposure|case_evidence","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0189","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","04_国别货币与中国出海/外部原件/WEB-0189_PDF_link_annotation_/original.pdf","cb2d45abd8a04243c750d6eea841129897ad1a2f72296574ea18a394719f9c33","","country_exposure|country_monthly_risk|country_policy_year|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0190","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0190_work,_BIS_Papers_No._38,_2008,/original.pdf","e2615e8d13420a7de04a20b91300a3e7f18166c1c3fa37e00730602893d4fb2e","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0191","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0191_PDF_link_annotation_/original.html","d13eae2b10d576b9e1935948f4d535e96250770952fa87881a1d513cba760c6d","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0192","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","04_国别货币与中国出海/外部原件/WEB-0192_umentation,/original.pdf","930dee047abf352639b960f057f2b3a5054bf6edad93276b2894925e843f7747","","country_exposure|country_monthly_risk|country_policy_year|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0193","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0194","20260816_research_archive_v1","DOWNLOADED_VERIFIED","A","shared","05_全球周期与历史危机/外部原件/WEB-0194_1._美国_CPI_数据（2022-06_峰值_9.1%）：美国劳工统计局：_/original.html","f85be0158b5c7a950ff34869925f45e0446cbe212aa24c8b354aa36be87d7a7c","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0195","20260816_research_archive_v1","DOWNLOADED_VERIFIED","A","shared","06_黄金美元与储备配置/外部原件/WEB-0195_XLSX_entry_xl_worksheets_sheet2.xml/original.html","f8b283e6e44096b16b76e3e0bfb53795145d899ececfa62db0be51a3a98689b7","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0196","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0197","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","05_全球周期与历史危机/外部原件/WEB-0197_Accord,_bubble_formation_and_subsequent_adjustment,/original.html","98b838fde242c46644013ba128b2dc638411c00f94766178c660407757704b19","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0198","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","05_全球周期与历史危机/外部原件/WEB-0198_PDF_link_annotation_/original.html","6cd7072952339cfab70abd8572101c5400697de5b3dbb03c8f4702a989b0d9d2","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0199","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","05_全球周期与历史危机/外部原件/WEB-0199_PDF_link_annotation_/original.html","a86fca936b24ec51f571fce5d2bbb343afd00a7f2252e183a647eed45ca5ad0f","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0200","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","05_全球周期与历史危机/外部原件/WEB-0200_5._日银资金循环统计（家庭金融资产）：日本银行，_/original.html","7fb54356d530ac6a3819419e021afbbefed8c6d524a299f30a7e97e4cc495ecf","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0201","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0202","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0203","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0204","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0205","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0206","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0207","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0207_CAFI_报告_PDF/original.pdf","2581e09b38a0590a36431440c699135b18e4244ce4709160de794625f78e4c97","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0208","20260816_research_archive_v1","METADATA_ONLY_LICENSE","A","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0209","20260816_research_archive_v1","PAYWALL_OR_AUTH","D","private_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","DO_NOT_FETCH_WITHOUT_AUTHORIZATION","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0210","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_exposure|country_monthly_risk|country_policy_year|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0211","20260816_research_archive_v1","METADATA_ONLY_LICENSE","A","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0212","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0213","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0214","20260816_research_archive_v1","METADATA_ONLY_LICENSE","A","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0215","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0216","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","04_国别货币与中国出海/外部原件/WEB-0216_PDF_link_annotation_/original.html","49ffc7215a7627f1316bdc27072293d98c944b51cae247a8f80906ded317baaf","","country_exposure|country_monthly_risk|country_policy_year|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0217","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0218","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0219","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0219_CICPA_刊载研究，2017/original.pdf","53004c854d204f8ff6d558d4ab81bf30df7983b4bacc883f48ee752152fb8a5d","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0220","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0221","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0222","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0223","20260816_research_archive_v1","METADATA_ONLY_LICENSE","C","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0224","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0225","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0226","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0227","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0228","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0229","20260816_research_archive_v1","METADATA_ONLY_LICENSE","A","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0230","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0231","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0232","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0233","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0234","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0235","20260816_research_archive_v1","DOWNLOADED_VERIFIED","A","shared","05_全球周期与历史危机/外部原件/WEB-0235_5._国务院发展研究中心，张瑾《亚洲金融危机回顾与思考》，2022——各国股市跌幅与韩元半年贬值_48%：/original.html","0c20a9cc18acee5269db9b0601bf603ab7f69117769ba80d61dc3ebfcda34805","","global_cycle_month|historical_crisis_event|country_event","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
